ID,URL,positive_score,negative_score,polarity_score,subjectivity_score,avg_sentence_length,percentage_complex_words,fog_index,complex_word_count,word_count,syllables_per_word,personal_pronouns,avg_word_length
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,66,23,0.48314601312966143,0.10372960252063401,858.0,55.71095571095571,365.48438228438226,478,858,2.9976689976689976,0,7.861305361305361
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,36,9,0.5999998666666962,0.0692307681656805,650.0,56.769230769230774,282.7076923076923,369,650,3.043076923076923,0,7.718461538461538
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,83,10,0.7849461521563277,0.09046692519001046,1028.0,60.311284046692606,435.3245136186771,620,1028,3.1332684824902723,0,7.955252918287938
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,21,3,0.7499996875001302,0.059850372572309914,401.0,58.85286783042394,183.9411471321696,236,401,3.319201995012469,0,8.314214463840399
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,59,11,0.6857141877551161,0.10432190604587324,671.0,54.24739195230999,290.09895678092397,364,671,3.076005961251863,0,7.75558867362146
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,51,5,0.8214284247449241,0.09824561231148049,570.0,54.56140350877193,249.8245614035088,311,570,3.087719298245614,0,7.780701754385965
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,26,2,0.8571425510205175,0.06466512552736431,433.0,55.42725173210161,195.37090069284065,240,433,3.136258660508083,0,7.819861431870669
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,25,2,0.8518515363512829,0.06293706146999857,429.0,59.90675990675991,195.56270396270398,257,429,3.2587412587412588,0,8.195804195804195
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,26,2,0.8571425510205175,0.06496519570846414,431.0,57.30858468677494,195.32343387471,247,431,3.1693735498839906,0,8.076566125290023
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,32,1,0.9393936547291954,0.07875894800097977,419.0,62.29116945107399,192.5164677804296,261,419,3.307875894988067,0,8.221957040572793
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,41,3,0.8636361673554165,0.10185184949417016,432.0,61.342592592592595,197.33703703703705,265,432,3.2777777777777777,0,8.226851851851851
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,32,10,0.5238093990930002,0.09502262228455606,442.0,58.371040723981906,200.14841628959277,258,442,3.171945701357466,0,7.995475113122172
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,30,2,0.8749997265625854,0.05306799248643462,603.0,53.39966832504146,262.55986733001663,322,603,2.966832504145937,0,7.8059701492537314
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,36,8,0.63636349173557,0.06821705320593716,645.0,52.4031007751938,278.9612403100775,338,645,2.924031007751938,0,7.634108527131783
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,32,7,0.6410254766601341,0.06180665512192306,631.0,57.52773375594295,275.4110935023772,363,631,3.0649762282091917,0,7.866877971473851
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,38,13,0.4901959823145132,0.0766917281700492,665.0,58.04511278195489,289.21804511278197,386,665,3.0270676691729324,0,7.616541353383458
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,31,8,0.5897434385273234,0.06701030812697065,582.0,58.76288659793815,256.30515463917527,342,582,3.104810996563574,0,7.938144329896907
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,68,14,0.6585365050565237,0.11341631931651011,723.0,57.53803596127247,312.215214384509,416,723,3.1341632088520055,0,8.029045643153527
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,40,5,0.7777776049383099,0.057989689974359666,776.0,52.83505154639175,331.5340206185567,410,776,2.990979381443299,0,7.666237113402062
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,31,6,0.6756754930606775,0.07254901818531337,510.0,55.68627450980392,226.2745098039216,284,510,3.0392156862745097,0,7.890196078431373
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,50,19,0.44927529720647863,0.06920762217444712,997.0,53.56068204613842,420.2242728184554,534,997,2.924774322968907,0,7.707121364092277
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,34,23,0.19298242228378557,0.07755101935304735,735.0,52.51700680272109,315.00680272108843,386,735,2.9782312925170067,0,7.619047619047619
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,31,6,0.6756754930606775,0.05263157819869733,703.0,59.45945945945946,304.9837837837838,418,703,3.132290184921764,0,8.054054054054054
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,54,7,0.7704916769685775,0.08472222104552471,720.0,53.19444444444444,309.2777777777778,383,720,3.077777777777778,0,7.754166666666666
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,43,13,0.5357141900510375,0.07756232579553565,722.0,48.89196675900277,308.35678670360113,353,722,2.8781163434903045,0,7.292243767313019
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,16,0,0.9999993750003906,0.036866358597549345,434.0,49.07834101382488,193.23133640553,213,434,3.0506912442396312,0,7.658986175115207
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,28,6,0.647058633218049,0.0640301306209015,531.0,56.12052730696798,234.84821092278722,298,531,3.105461393596987,0,7.9491525423728815
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,25,4,0.724137681331834,0.0719602959811341,403.0,51.36476426799007,181.74590570719602,207,403,3.0595533498759306,0,7.71712158808933
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,21,0,0.9999995238097505,0.05147058697376013,408.0,54.90196078431373,185.1607843137255,224,408,3.1372549019607843,0,7.875
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,26,5,0.6774191363164076,0.07616707429564928,407.0,49.631449631449634,182.65257985257986,202,407,2.9705159705159705,0,7.606879606879607
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,31,8,0.5897434385273234,0.08863636162190087,440.0,52.04545454545455,196.81818181818184,229,440,2.9795454545454545,0,7.709090909090909
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,33,5,0.7368419113573916,0.05234159707518461,726.0,50.0,310.40000000000003,363,726,2.8636363636363638,0,7.443526170798898
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,21,4,0.6799997280001088,0.05387930918363558,464.0,54.0948275862069,207.23793103448276,251,464,3.0668103448275863,0,7.795258620689655
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,25,5,0.6666664444445185,0.055350552484307154,542.0,52.398523985239855,237.75940959409596,284,542,2.970479704797048,0,7.608856088560886
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,24,7,0.5483869198751872,0.07808564035048765,397.0,52.64483627204031,179.85793450881613,209,397,3.118387909319899,0,7.9672544080604535
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,22,2,0.8333329861112558,0.06315789307479229,380.0,55.52631578947368,174.21052631578948,211,380,3.2421052631578946,0,8.102631578947369
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,22,5,0.6296293964335569,0.05018587267312505,538.0,53.3457249070632,236.53828996282527,287,538,2.9814126394052045,0,7.661710037174721
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,26,7,0.5757574012856359,0.06547618917705975,504.0,47.817460317460316,220.72698412698415,241,504,2.888888888888889,0,7.527777777777778
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,19,8,0.40740725651583093,0.053571427508503425,504.0,48.01587301587302,220.8063492063492,242,504,2.876984126984127,0,7.436507936507937
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,21,4,0.6799997280001088,0.05760368530867085,434.0,56.91244239631337,196.36497695852538,247,434,3.1497695852534564,0,7.928571428571429
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,22,2,0.8333329861112558,0.05309734395802337,452.0,51.76991150442478,201.5079646017699,234,452,3.061946902654867,0,7.893805309734513
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,25,5,0.6666664444445185,0.07853402935774793,382.0,57.32984293193717,175.73193717277488,219,382,3.274869109947644,0,8.206806282722512
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,30,6,0.6666664814815328,0.07929515243843277,454.0,50.66079295154186,201.86431718061675,230,454,3.041850220264317,0,7.817180616740088
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,24,2,0.8461535207101843,0.062350118408870066,417.0,52.99760191846523,187.9990407673861,221,417,3.160671462829736,0,7.863309352517986
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,20,5,0.599999760000096,0.07002800924291291,357.0,54.061624649859944,164.424649859944,193,357,3.1736694677871147,0,8.044817927170868
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,20,2,0.8181814462811607,0.06940062872553222,317.0,54.25867507886435,148.50347003154576,172,317,3.2649842271293377,0,8.249211356466876
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,20,9,0.37931021403096066,0.08529411513840839,340.0,54.41176470588235,157.76470588235293,185,340,3.2794117647058822,0,8.264705882352942
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,21,3,0.7499996875001302,0.06722688887319639,357.0,54.34173669467787,164.53669467787117,194,357,3.2324929971988796,0,8.201680672268907
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,22,2,0.8333329861112558,0.07339449316836413,327.0,57.18654434250765,153.67461773700308,187,327,3.36085626911315,0,8.415902140672783
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,18,9,0.33333320987658893,0.07458563329873942,362.0,56.353591160220994,167.34143646408842,204,362,3.2375690607734806,0,8.265193370165745
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,26,1,0.9259255829905249,0.06323184863625647,427.0,54.80093676814989,192.72037470725996,234,427,3.1124121779859486,0,7.946135831381733
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,27,4,0.7419352445370179,0.06709956564719555,462.0,55.41125541125541,206.96450216450216,256,462,3.101731601731602,0,7.906926406926407
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,23,8,0.4838708116545769,0.061386137398294315,505.0,51.68316831683168,222.67326732673268,261,505,2.988118811881188,0,7.554455445544554
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,33,12,0.466666562962986,0.09018035891422127,499.0,48.69739478957916,219.07895791583167,243,499,2.8977955911823647,0,7.5230460921843685
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,23,2,0.8399996640001344,0.055679286065049315,449.0,57.23830734966593,202.49532293986638,257,449,3.131403118040089,0,7.879732739420936
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,22,0,0.9999995454547521,0.05225653082526056,421.0,57.482185273159146,191.39287410926366,242,421,3.130641330166271,0,7.990498812351544
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,37,6,0.7209300648999849,0.06466165316298267,665.0,58.796992481203006,289.5187969924812,391,665,3.1142857142857143,0,7.980451127819549
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,22,4,0.6923074260356054,0.06356968059731832,409.0,49.38875305623472,183.3555012224939,202,409,3.056234718826406,0,7.919315403422983
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,20,0,0.9999995000002501,0.04901960664167631,408.0,56.86274509803921,185.9450980392157,232,408,3.218137254901961,0,8.213235294117647
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,17,2,0.7894732686982796,0.054755041649710616,347.0,49.56772334293948,158.6270893371758,172,347,3.152737752161383,0,7.985590778097983
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,22,2,0.8333329861112558,0.05529953789632402,434.0,52.995391705069125,194.79815668202764,230,434,3.064516129032258,0,7.921658986175115
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,19,2,0.8095234240364647,0.04646017596327045,452.0,52.876106194690266,201.9504424778761,239,452,3.0265486725663715,0,7.685840707964601
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,17,5,0.5454542975207739,0.05152224703694972,427.0,52.92740046838408,191.97096018735363,226,427,3.1030444964871196,0,7.885245901639344
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,21,16,0.1351350986121355,0.08830548715261367,419.0,58.233890214797135,190.89355608591887,244,419,3.2553699284009547,0,8.014319809069212
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,16,15,0.03225805411030513,0.06843266957102274,453.0,52.317880794701985,202.1271523178808,237,453,3.052980132450331,0,7.664459161147903
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,19,3,0.7272723966943652,0.04417670594022679,498.0,51.40562248995983,219.76224899598392,256,498,2.9196787148594376,0,7.728915662650603
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,17,5,0.5454542975207739,0.04751619767783591,463.0,52.69978401727862,206.27991360691146,244,463,3.0280777537796975,0,7.8034557235421165
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,22,3,0.7599996960001216,0.06944444251543215,360.0,54.166666666666664,165.66666666666669,195,360,3.186111111111111,0,8.188888888888888
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,21,6,0.5555553497943149,0.06617646896626302,408.0,52.69607843137255,184.27843137254902,215,408,3.0980392156862746,0,7.997549019607843
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,25,4,0.724137681331834,0.06791568927597917,427.0,52.459016393442624,191.78360655737708,224,427,3.098360655737705,0,7.8969555035128804
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,17,2,0.7894732686982796,0.04859334914083507,391.0,50.89514066496164,176.75805626598466,199,391,3.1074168797953963,0,7.861892583120205
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,25,0,0.99999960000016,0.06561679617803685,381.0,51.96850393700787,173.18740157480318,198,381,3.1023622047244093,0,7.850393700787402
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,20,3,0.7391301134216899,0.059740258188564724,385.0,57.14285714285714,176.85714285714286,220,385,3.2493506493506494,0,8.31948051948052
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,21,1,0.9090904958679564,0.051282050086665504,429.0,53.379953379953385,192.95198135198137,229,429,3.282051282051282,0,8.363636363636363
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,19,1,0.899999550000225,0.04454342885203945,449.0,49.88864142538976,199.5554565701559,224,449,3.0534521158129175,0,7.810690423162583
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,24,1,0.9199996320001472,0.05938242139234154,421.0,56.294536817102134,190.91781472684087,237,421,3.0973871733966747,0,7.707838479809976
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,19,7,0.4615382840237369,0.05922551117937332,439.0,50.79726651480638,195.91890660592256,223,439,3.052391799544419,0,7.890660592255125
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,35,3,0.8421050415513048,0.05588235211937718,680.0,56.029411764705884,294.4117647058824,381,680,2.9411764705882355,0,7.5588235294117645
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,41,2,0.9069765332612713,0.059310344009512496,725.0,55.03448275862068,312.0137931034483,399,725,2.9627586206896552,0,7.5793103448275865
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,21,5,0.6153843786983159,0.06499999837500005,400.0,57.75,183.10000000000002,231,400,3.21,0,8.0875
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,22,2,0.8333329861112558,0.05607476504498213,428.0,51.16822429906542,191.66728971962618,219,428,3.053738317757009,0,7.6985981308411215
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,23,4,0.7037034430727989,0.07049608171028508,383.0,52.48041775456919,174.1921671018277,201,383,3.1592689295039165,0,7.994778067885117
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,21,6,0.5555553497943149,0.06150341545550307,439.0,50.56947608200456,195.82779043280183,222,439,3.1161731207289294,0,7.899772209567198
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,18,0,0.9999994444447531,0.04812834095913527,374.0,59.62566844919787,173.45026737967916,223,374,3.328877005347594,0,8.481283422459892
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,24,4,0.7142854591837646,0.059196616084638144,473.0,58.350951374207185,212.54038054968288,276,473,3.236786469344609,0,8.232558139534884
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,20,1,0.9047614739231077,0.05497382055042355,382.0,55.75916230366492,175.103664921466,213,382,3.2146596858638743,0,7.9319371727748695
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,21,5,0.6153843786983159,0.060185183792009635,432.0,51.85185185185185,193.54074074074074,224,432,3.0439814814814814,0,7.722222222222222
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,17,3,0.699999650000175,0.048661799302632626,411.0,58.3941605839416,187.75766423357663,240,411,3.2068126520681264,0,8.221411192214111
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,20,7,0.4814813031550729,0.05613305496604876,481.0,54.469854469854475,214.18794178794178,262,481,3.103950103950104,0,7.881496881496881
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,19,1,0.899999550000225,0.05263157756232691,380.0,52.89473684210526,173.1578947368421,201,380,3.142105263157895,0,8.021052631578947
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,47,6,0.7735847597009887,0.07969924692181583,665.0,52.33082706766917,286.9323308270677,348,665,2.9368421052631577,0,7.455639097744361
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,29,1,0.933333022222326,0.05882352825836219,510.0,46.666666666666664,222.66666666666666,238,510,2.8137254901960786,0,7.2254901960784315
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,18,5,0.5652171455577628,0.05808080661412105,396.0,53.03030303030303,179.61212121212122,210,396,3.0984848484848486,0,7.861111111111111
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,21,1,0.9090904958679564,0.054187190783566735,406.0,58.620689655172406,185.84827586206896,238,406,3.2192118226600983,0,8.113300492610838
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,26,4,0.7333330888889704,0.07672634074868694,391.0,55.754475703324815,178.70179028132995,218,391,3.1815856777493607,0,7.9258312020460355
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,26,3,0.7931031747920088,0.05719920991717535,507.0,50.887573964497044,223.15502958579884,258,507,2.992110453648915,0,7.777120315581854
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,26,4,0.7333330888889704,0.05859374885559084,512.0,51.953125,225.58125,266,512,2.986328125,0,7.611328125
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,23,3,0.7692304733728949,0.06132075327073695,424.0,51.41509433962265,190.16603773584907,218,424,3.0542452830188678,0,7.7075471698113205
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,36,5,0.7560973765616155,0.07721280457226357,531.0,49.152542372881356,232.06101694915256,261,531,3.0094161958568737,0,7.645951035781544
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,17,4,0.619047324263179,0.05691056756339926,369.0,55.82655826558266,169.9306233062331,206,369,3.186991869918699,0,8.032520325203253
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,21,3,0.7499996875001302,0.056872036567013354,422.0,58.29383886255924,192.1175355450237,246,422,3.3364928909952605,0,8.412322274881516
Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,16,10,0.23076914201186846,0.04377104303415753,594.0,47.97979797979798,256.7919191919192,285,594,2.846801346801347,0,7.388888888888889
